Quantity,Item_Price,,,,,,,,,,,,,,,,,,Item_NM,Color,,
1,5095,,,,,,,,,,,,,,,,,,Iridium Ii Rubber White Cricket Shoes,WHITE,,
1,5299,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,7495,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,5795,,,,,,,,,,,,,,,,,,Free Run+ 3 Pink Running Shoes,PINK,,
1,5795,,,,,,,,,,,,,,,,,,Free Run+ 3 Pink Running Shoes,PINK,,
1,5250,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,5090,,,,,,,,,,,,,,,,,,Black Leather Handbag,BLACK,,
1,7495,,,,,,,,,,,,,,,,,,CH2573 Black Chronograph Watches,BLACK,,
1,4295,,,,,,,,,,,,,,,,,,White/ Balck Chronograph,WHITE,,
1,4195,,,,,,,,,,,,,,,,,,2641-44 Gold/Silver Analog Watch,GOLD,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4020,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5520,,,,,,,,,,,,,,,,,,Marc Ecko Analog Watches Black,BLACK,,
1,5095,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,4020,,,,,,,,,,,,,,,,,,Knee-Length Brown Boots,BROWN,,
1,7495,,,,,,,,,,,,,,,,,,CH2573 Black Chronograph Watches,BLACK,,
1,5090,,,,,,,,,,,,,,,,,,Rb3025 003/32 Grey Sunglasses,GREY,,
1,4020,,,,,,,,,,,,,,,,,,Embroidered Black Saree,BLACK,,
1,5999,,,,,,,,,,,,,,,,,,9166Sl04 Black Analog Watch,BLACK,,
1,4995,,,,,,,,,,,,,,,,,,Es104201004 Black / Rose Gold  Analog Watch,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,4995,,,,,,,,,,,,,,,,,,Green/Green Sunglasses,GREEN,,
1,4195,,,,,,,,,,,,,,,,,,Bpb-0015-C Silver/White Analog Watch,SILVER,,
1,5499,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,5999,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,4750,,,,,,,,,,,,,,,,,,9166Sl04 Black Analog Watch,BLACK,,
1,5095,,,,,,,,,,,,,,,,,,Brown Handbag,BROWN,,
1,4395,,,,,,,,,,,,,,,,,,Embroidered Georgette Multi Saree,MULTI,,
1,4195,,,,,,,,,,,,,,,,,,Bpb-0015-C Silver/White Analog Watch,SILVER,,
1,4495,,,,,,,,,,,,,,,,,,Blue Sarees,BLUE,,
1,12375,,,,,,,,,,,,,,,,,,Silver/ Silver Analog Watch,SILVER,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,8250,,,,,,,,,,,,,,,,,,Es105102002 White/Silver Analog Watch,WHITE,,
1,4499,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,6300,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,4995,,,,,,,,,,,,,,,,,,Green/Green Sunglasses,GREEN,,
1,4925,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4599,,,,,,,,,,,,,,,,,,Houston Black Soft Strolley,BLACK,,
1,5890,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,5095,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,5995,,,,,,,,,,,,,,,,,,Iridium Ii Full Spike White Cricket Shoes,WHITE,,
1,6495,,,,,,,,,,,,,,,,,,Street Tuneo Mid Black Sneakers,BLACK,,
1,5690,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,4699,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,4499,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,6950,,,,,,,,,,,,,,,,,,Flex 2013 Rn Grey Running Shoes,GREY,,
1,5299,,,,,,,,,,,,,,,,,,Red Loafers,RED,,
1,5090,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,6950,,,,,,,,,,,,,,,,,,Air Max Compete Tr White Running Shoes,WHITE,,
1,5495,,,,,,,,,,,,,,,,,,Free Run+ 3 Pink Running Shoes,PINK,,
1,4295,,,,,,,,,,,,,,,,,,The Overplay Vii White Basketball Shoes,WHITE,,
1,6480,,,,,,,,,,,,,,,,,,Coffee Loafers,COFFEE,,
1,5999,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,6999,,,,,,,,,,,,,,,,,,Bpb-1004-C Silver/Black Analog Watch,SILVER,,
1,5090,,,,,,,,,,,,,,,,,,Rb3025 003/32 Grey Sunglasses,GREY,,
1,11966,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,5395,,,,,,,,,,,,,,,,,,Black Leather Handbag,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,5250,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,5090,,,,,,,,,,,,,,,,,,Rb3025 001/57 Brown Sunglasses,BROWN,,
1,6950,,,,,,,,,,,,,,,,,,Green/Green Sunglasses,GREEN,,
1,6999,,,,,,,,,,,,,,,,,,Bpb-1004-C Silver/Black Analog Watch,SILVER,,
1,6950,,,,,,,,,,,,,,,,,,E09525M1 White/White Analog Watch,WHITE,,
1,5499,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,6200,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,4699,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,6795,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,4499,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,6300,,,,,,,,,,,,,,,,,,Realflex Optimal Yellow Running,YELLOW,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,6950,,,,,,,,,,,,,,,,,,Green/Green Sunglasses,GREEN,,
1,6580,,,,,,,,,,,,,,,,,,Rb3025 W3172 Brown Sunglasses,BROWN,,
1,5650,,,,,,,,,,,,,,,,,,Bpb-0016-C Rose Gold/White Analog Watch,GOLD,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,8250,,,,,,,,,,,,,,,,,,White/ Balck Chronograph,WHITE,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,11966,,,,,,,,,,,,,,,,,,Black Soft Strolley,BLACK,,
1,4925,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4995,,,,,,,,,,,,,,,,,,Flex 2012 Rn Grey Running Shoes,GREY,,
1,4495,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,4299,,,,,,,,,,,,,,,,,,Element Soul M Black Running Shoes,BLACK,,
1,5690,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,5690,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,6495,,,,,,,,,,,,,,,,,,Street Tuneo Mid Black Sneakers,BLACK,,
1,5995,,,,,,,,,,,,,,,,,,Air Max Compete Tr White Running Shoes,WHITE,,
1,7495,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,5090,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,4295,,,,,,,,,,,,,,,,,,Nike Air Quick Handle Black Basketball Shoes,BLACK,,
1,4499,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4499,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,6300,,,,,,,,,,,,,,,,,,Realflex Optimal Yellow Running,YELLOW,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,6495,,,,,,,,,,,,,,,,,,Leather Red Handbag,RED,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,7495,,,,,,,,,,,,,,,,,,Es105102002 White/Silver Analog Watch,WHITE,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4699,,,,,,,,,,,,,,,,,,Polki Work Bridal Necklace Set With Mangteeka,GOLDEN,,
1,6495,,,,,,,,,,,,,,,,,,Leather Red Handbag,RED,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,5200,,,,,,,,,,,,,,,,,,Rb 4153 710 Green Oval,GREEN,,
1,5290,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,5095,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,6999,,,,,,,,,,,,,,,,,,Ventilator Hls Grey Running Shoes,GREY,,
1,5690,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,5795,,,,,,,,,,,,,,,,,,Street Tuneo Mid Black Sneakers,BLACK,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4199,,,,,,,,,,,,,,,,,,Iridium Ii Rubber White Cricket Shoes,WHITE,,
1,5090,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,Revolution 2 Msl Grey Running Shoes,GREY,,
1,5299,,,,,,,,,,,,,,,,,,Nike Lunarglide+ 4 Grey Running Shoes,GREY,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4499,,,,,,,,,,,,,,,,,,Coffee Loafers,COFFEE,,
1,5999,,,,,,,,,,,,,,,,,,Realflex Optimal Yellow Running,YELLOW,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,11966,,,,,,,,,,,,,,,,,,Black Soft Strolley,BLACK,,
1,5890,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4925,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,6200,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,5995,,,,,,,,,,,,,,,,,,Iridium Ii Full Spike White Cricket Shoes,WHITE,,
1,12375,,,,,,,,,,,,,,,,,,Puma Sneakers Black,BLACK,,
1,12375,,,,,,,,,,,,,,,,,,Puma Sneakers Black,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5795,,,,,,,,,,,,,,,,,,Air Max Compete Tr White Running Shoes,WHITE,,
1,4095,,,,,,,,,,,,,,,,,,Revolution 2 Msl Grey Running Shoes,GREY,,
1,4095,,,,,,,,,,,,,,,,,,Red Loafers,RED,,
1,5090,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,4499,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,5999,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,4499,,,,,,,,,,,,,,,,,,Coffee Loafers,COFFEE,,
1,7495,,,,,,,,,,,,,,,,,,CH2573 Black Chronograph Watches,BLACK,,
1,5095,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,5095,,,,,,,,,,,,,,,,,,Rb 4153 710 Green Oval,GREEN,,
1,5290,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,4925,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,4699,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,4560,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,5999,,,,,,,,,,,,,,,,,,Iridium Ii Rubber White Cricket Shoes,WHITE,,
1,4295,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,5795,,,,,,,,,,,,,,,,,,Revolution 2 Msl Grey Running Shoes,GREY,,
1,5299,,,,,,,,,,,,,,,,,,Nike Lunarglide+ 4 Grey Running Shoes,GREY,,
1,4999,,,,,,,,,,,,,,,,,,Adipure Trainer M Blue Sneakers,BLUE,,
1,6300,,,,,,,,,,,,,,,,,,Realflex Optimal Yellow Running,YELLOW,,
1,4499,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,6200,,,,,,,,,,,,,,,,,,Houston Black Soft Strolley,BLACK,,
1,5290,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,4925,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,5995,,,,,,,,,,,,,,,,,,Iridium Ii Full Spike White Cricket Shoes,WHITE,,
1,4295,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,4560,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,5690,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,7495,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,4295,,,,,,,,,,,,,,,,,,Nike Air Quick Handle Black Basketball Shoes,BLACK,,
1,5095,,,,,,,,,,,,,,,,,,Iridium Ii Rubber White Cricket Shoes,WHITE,,
1,5795,,,,,,,,,,,,,,,,,,Free Run+ 3 Pink Running Shoes,PINK,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,Adipure Trainer M Blue Sneakers,BLUE,,
1,8995,,,,,,,,,,,,,,,,,,Realflex Optimal Yellow Running,YELLOW,,
1,8250,,,,,,,,,,,,,,,,,,White/ Balck Chronograph,WHITE,,
1,11966,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,4500,,,,,,,,,,,,,,,,,,Marc Ecko Analog Watches Black,BLACK,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,7999,,,,,,,,,,,,,,,,,,Houston Black Soft Strolley,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,4395,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,4990,,,,,,,,,,,,,,,,,,Ventilator Hls Grey Running Shoes,GREY,,
1,4999,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,4299,,,,,,,,,,,,,,,,,,Element Soul M Black Running Shoes,BLACK,,
1,4699,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,5090,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,5795,,,,,,,,,,,,,,,,,,Air Max Compete Tr White Running Shoes,WHITE,,
1,5095,,,,,,,,,,,,,,,,,,Black Boots,BLACK,,
1,5999,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Adizero F50 2 M Black Running Shoes,BLACK,,
1,5795,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,4499,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4299,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,5995,,,,,,,,,,,,,,,,,,Hawke Premier 8X25 Black(Ha3730)-Mksp,BLACK,,
1,5000,,,,,,,,,,,,,,,,,,ED417-EF-130D-1A2VDF silver Analog Watch,SILVER,,
1,5999,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4195,,,,,,,,,,,,,,,,,,Bpb-0015-C Silver/White Analog Watch,SILVER,,
1,4495,,,,,,,,,,,,,,,,,,Blue Sarees,BLUE,,
1,4999,,,,,,,,,,,,,,,,,,Tycoon 1535Yl04 Black/Black Analog Watch,BLACK,,
1,4020,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5000,,,,,,,,,,,,,,,,,,Hawke Premier 8X25 Black(Ha3730)-Mksp,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,5200,,,,,,,,,,,,,,,,,,Rb 4153 710 Green Oval,GREEN,,
1,5290,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,4925,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,4560,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,5690,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,4999,,,,,,,,,,,,,,,,,,Revolution 2 Msl Grey Running Shoes,GREY,,
1,5495,,,,,,,,,,,,,,,,,,Flex 2013 Rn Grey Running Shoes,GREY,,
1,4095,,,,,,,,,,,,,,,,,,Red Loafers,RED,,
1,4499,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,5900,,,,,,,,,,,,,,,,,,Free Run+ 3 Pink Running Shoes,PINK,,
1,6480,,,,,,,,,,,,,,,,,,Coffee Loafers,COFFEE,,
1,5250,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4599,,,,,,,,,,,,,,,,,,Houston Black Soft Strolley,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,4925,,,,,,,,,,,,,,,,,,Air Visi Pro Iii Nbk Black Basketball Shoes,BLACK,,
1,5999,,,,,,,,,,,,,,,,,,Iridium Ii Full Spike White Cricket Shoes,WHITE,,
1,5795,,,,,,,,,,,,,,,,,,Black Dress Shoes,BLACK,,
1,5250,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,12375,,,,,,,,,,,,,,,,,,Puma Sneakers Black,BLACK,,
1,5095,,,,,,,,,,,,,,,,,,Iridium Ii Rubber White Cricket Shoes,WHITE,,
1,4490,,,,,,,,,,,,,,,,,,Red Loafers,RED,,
1,7495,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,4095,,,,,,,,,,,,,,,,,,The Overplay Vii White Basketball Shoes,WHITE,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Adizero F50 2 M Black Running Shoes,BLACK,,
1,5250,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,5495,,,,,,,,,,,,,,,,,,Black Leather Handbag,BLACK,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,11966,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,4999,,,,,,,,,,,,,,,,,,Puma Sneakers Black,BLACK,,
1,4499,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,4299,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,4499,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,5995,,,,,,,,,,,,,,,,,,Black Leather Handbag,BLACK,,
1,4699,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,4020,,,,,,,,,,,,,,,,,,Knee-Length Brown Boots,BROWN,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5999,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,4299,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,4195,,,,,,,,,,,,,,,,,,Leather Red Handbag,RED,,
1,5495,,,,,,,,,,,,,,,,,,Black Leather Handbag,BLACK,,
1,4195,,,,,,,,,,,,,,,,,,Bpb-0015-C Silver/White Analog Watch,SILVER,,
1,5499,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,5890,,,,,,,,,,,,,,,,,,Rb 4153 710 Green Oval,GREEN,,
1,5290,,,,,,,,,,,,,,,,,,Grey Sunglasses,GREY,,
1,4199,,,,,,,,,,,,,,,,,,Flex 2012 Rn Grey Running Shoes,GREY,,
1,4990,,,,,,,,,,,,,,,,,,Ventilator Hls Grey Running Shoes,GREY,,
1,7995,,,,,,,,,,,,,,,,,,Street Tuneo Mid Black Sneakers,BLACK,,
1,5250,,,,,,,,,,,,,,,,,,Free 3.0 Grey Running Shoes,GREY,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,7495,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,4195,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,5995,,,,,,,,,,,,,,,,,,Air Max Compete Tr White Running Shoes,WHITE,,
1,6795,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5090,,,,,,,,,,,,,,,,,,Coffee Loafers,COFFEE,,
1,5250,,,,,,,,,,,,,,,,,,Lunarswift+ 4 Black Running Shoes,BLACK,,
1,4990,,,,,,,,,,,,,,,,,,Black Leather Handbag,BLACK,,
1,5395,,,,,,,,,,,,,,,,,,Black Dress Shoes,BLACK,,
1,4395,,,,,,,,,,,,,,,,,,Knee-Length Brown Boots,BROWN,,
1,5999,,,,,,,,,,,,,,,,,,Giordano Black Chronograph Watches,BLACK,,
1,4020,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,4599,,,,,,,,,,,,,,,,,,Houston Black Soft Strolley,BLACK,,
1,5890,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4199,,,,,,,,,,,,,,,,,,Flex 2012 Rn Grey Running Shoes,GREY,,
1,6495,,,,,,,,,,,,,,,,,,Reebok Sports Shoes Black,BLACK,,
1,5995,,,,,,,,,,,,,,,,,,Iridium Ii Full Spike White Cricket Shoes,WHITE,,
1,13500,,,,,,,,,,,,,,,,,,Street Tuneo Mid Black Sneakers,BLACK,,
1,4999,,,,,,,,,,,,,,,,,,Brown Loafers,BROWN,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,7495,,,,,,,,,,,,,,,,,,Tan Boots,TAN,,
1,5095,,,,,,,,,,,,,,,,,,Iridium Ii Rubber White Cricket Shoes,WHITE,,
1,4999,,,,,,,,,,,,,,,,,,Revolution 2 Msl Grey Running Shoes,GREY,,
1,5795,,,,,,,,,,,,,,,,,,Air Max Compete Tr White Running Shoes,WHITE,,
1,4499,,,,,,,,,,,,,,,,,,Mercurial Veloce Fg Blue Football Shoes,BLUE,,
1,4799,,,,,,,,,,,,,,,,,,Adipure Trainer M Blue Sneakers,BLUE,,
1,6480,,,,,,,,,,,,,,,,,,Coffee Loafers,COFFEE,,
1,4999,,,,,,,,,,,,,,,,,,Rb3025 004 Green Sunglasses,GREEN,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5499,,,,,,,,,,,,,,,,,,Embroidered Georgette Multi Saree,MULTI,,
1,4299,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,6495,,,,,,,,,,,,,,,,,,Leather Red Handbag,RED,,
1,5095,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,5000,,,,,,,,,,,,,,,,,,ED417-EF-130D-1A2VDF silver Analog Watch,SILVER,,
1,4550,,,,,,,,,,,,,,,,,,Brown Handbag,BROWN,,
1,6480,,,,,,,,,,,,,,,,,,CH2573 Black Chronograph Watches,BLACK,,
1,5095,,,,,,,,,,,,,,,,,,Brown Handbag,BROWN,,
1,5900,,,,,,,,,,,,,,,,,,Eureka Brussels Nest of Tables,BROWN,,
1,6580,,,,,,,,,,,,,,,,,,Embroidered Blue Dress Material - Mksp,BLUE,,
1,5995,,,,,,,,,,,,,,,,,,Hawke Premier 8X25 Black(Ha3730)-Mksp,BLACK,,
1,5890,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4550,,,,,,,,,,,,,,,,,,Brown Handbag,BROWN,,
1,5095,,,,,,,,,,,,,,,,,,Downing Street 04 Blue Handbag,BLUE,,
1,5999,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,5995,,,,,,,,,,,,,,,,,,Downing Street 04 Black Handbag,BLACK,,
1,5990,,,,,,,,,,,,,,,,,,Brown Handbag,BROWN,,
1,6950,,,,,,,,,,,,,,,,,,Th1790787/D Sport Black /White Chronograph-Mksp,BLACK,,
1,7495,,,,,,,,,,,,,,,,,,Tycoon 1535Yl04 Black/Black Analog Watch,BLACK,,
1,5000,,,,,,,,,,,,,,,,,,Ethnic Closet  Sarees  Green,GREEN,,
1,5999,,,,,,,,,,,,,,,,,,Embroidered Blue Saree - Mksp,BLUE,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,4195,,,,,,,,,,,,,,,,,,Bpb-0015-C Silver/White Analog Watch,SILVER,,
1,12375,,,,,,,,,,,,,,,,,,Silver/ Silver Analog Watch,SILVER,,
1,6495,,,,,,,,,,,,,,,,,,Polki Work Bridal Necklace Set With Mangteeka,GOLDEN,,
1,4999,,,,,,,,,,,,,,,,,,SKINS Navy Blue Tights,BLACK,,
1,5890,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,7995,,,,,,,,,,,,,,,,,,Navy Blue Georgette Brocade Neck & Dupatta Suit Set,NAVY BLUE,,
1,6300,,,,,,,,,,,,,,,,,,Green/Green Sunglasses,GREEN,,
1,4500,,,,,,,,,,,,,,,,,,Medium Carpet,MULTI,,
1,6950,,,,,,,,,,,,,,,,,,White/ Balck Chronograph,WHITE,,
